tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
63,81,54,2,893.7,2010-01-05T00:00:00Z,FALSE,-1
64,50,2,1,530.99,2010-01-05T00:00:00Z,FALSE,-1
65,60,17,2,378.53,2010-01-05T00:00:00Z,FALSE,-1
66,72,39,2,854.3,2010-01-05T00:00:00Z,FALSE,-1
67,66,7,2,764.05,2010-01-05T00:00:00Z,FALSE,-1
68,20,29,3,348.47,2010-01-05T00:00:00Z,FALSE,-1
69,19,28,1,359.78,2010-01-05T00:00:00Z,FALSE,-1
70,54,28,2,690.87,2010-01-06T00:00:00Z,FALSE,-1
71,58,2,2,724.18,2010-01-06T00:00:00Z,FALSE,-1
72,5,62,2,740.69,2010-01-06T00:00:00Z,FALSE,-1
73,51,30,3,583.93,2010-01-06T00:00:00Z,FALSE,-1
74,6,25,4,550,2010-01-06T00:00:00Z,FALSE,-1
75,67,35,3,109.19,2010-01-06T00:00:00Z,FALSE,-1
76,11,46,4,348.1,2010-01-06T00:00:00Z,FALSE,-1
77,15,32,2,814.99,2010-01-06T00:00:00Z,FALSE,-1
78,0,27,3,677.29,2010-01-06T00:00:00Z,FALSE,-1
79,14,20,1,482.92,2010-01-06T00:00:00Z,FALSE,-1
80,84,75,3,671.28,2010-01-06T00:00:00Z,FALSE,-1
81,1,61,1,704.77,2010-01-06T00:00:00Z,FALSE,-1
82,88,26,1,512.95,2010-01-06T00:00:00Z,FALSE,-1
83,57,8,1,219.21,2010-01-06T00:00:00Z,FALSE,-1
84,65,24,2,130.82,2010-01-06T00:00:00Z,FALSE,-1
85,75,96,3,678.77,2010-01-06T00:00:00Z,FALSE,-1
86,21,40,2,860.04,2010-01-07T00:00:00Z,FALSE,-1
87,24,26,1,567.72,2010-01-07T00:00:00Z,FALSE,-1
88,96,85,2,719.3,2010-01-07T00:00:00Z,FALSE,-1
89,82,99,1,130.5,2010-01-07T00:00:00Z,FALSE,-1
90,70,9,1,828.93,2010-01-07T00:00:00Z,FALSE,-1
91,95,35,1,658.55,2010-01-07T00:00:00Z,FALSE,-1
92,68,34,1,584.1,2010-01-07T00:00:00Z,FALSE,-1
93,61,1,1,467.61,2010-01-07T00:00:00Z,FALSE,-1
94,30,36,1,234.83,2010-01-07T00:00:00Z,FALSE,-1
95,64,15,1,670.34,2010-01-07T00:00:00Z,FALSE,-1
96,7,66,1,980.23,2010-01-07T00:00:00Z,FALSE,-1
97,21,44,1,311.27,2010-01-07T00:00:00Z,FALSE,-1
98,78,77,1,619.09,2010-01-07T00:00:00Z,FALSE,-1
99,38,45,1,932.36,2010-01-07T00:00:00Z,FALSE,-1
100,14,48,2,907.16,2010-01-07T00:00:00Z,FALSE,-1
101,23,20,3,715.96,2010-01-07T00:00:00Z,FALSE,-1
102,85,95,3,694.94,2010-01-07T00:00:00Z,FALSE,-1
103,93,71,2,976,2010-01-07T00:00:00Z,FALSE,-1
104,44,43,3,921.76,2010-01-08T00:00:00Z,FALSE,-1
105,69,17,3,403.55,2010-01-08T00:00:00Z,FALSE,-1
106,98,72,3,419.71,2010-01-08T00:00:00Z,FALSE,-1
107,64,62,1,234.08,2010-01-08T00:00:00Z,TRUE,0
108,9,70,3,250.12,2010-01-08T00:00:00Z,FALSE,-1
109,80,39,3,174.75,2010-01-08T00:00:00Z,FALSE,-1
110,97,10,1,580.53,2010-01-08T00:00:00Z,FALSE,-1
111,42,41,2,476.42,2010-01-08T00:00:00Z,FALSE,-1
112,16,98,3,820.29,2010-01-08T00:00:00Z,FALSE,-1
113,22,56,2,508.5,2010-01-08T00:00:00Z,FALSE,-1
114,39,35,1,448.88,2010-01-08T00:00:00Z,FALSE,-1
115,53,32,3,212.57,2010-01-09T00:00:00Z,FALSE,-1
116,18,99,3,945.87,2010-01-09T00:00:00Z,FALSE,-1
117,55,39,1,780.86,2010-01-09T00:00:00Z,FALSE,-1
118,99,74,3,679.87,2010-01-09T00:00:00Z,FALSE,-1
119,19,28,1,542.06,2010-01-09T00:00:00Z,FALSE,-1
120,21,44,1,423.73,2010-01-09T00:00:00Z,FALSE,-1
121,12,6,2,521.15,2010-01-09T00:00:00Z,FALSE,-1
122,62,5,3,631.97,2010-01-09T00:00:00Z,FALSE,-1
123,54,31,1,107.44,2010-01-09T00:00:00Z,FALSE,-1
124,92,78,3,693.4,2010-01-09T00:00:00Z,FALSE,-1
125,32,27,3,282.28,2010-01-09T00:00:00Z,FALSE,-1
126,90,82,3,485.78,2010-01-09T00:00:00Z,FALSE,-1
127,91,48,1,664.51,2010-01-09T00:00:00Z,FALSE,-1
128,13,34,1,635.38,2010-01-09T00:00:00Z,FALSE,-1
129,13,26,3,363.88,2010-01-09T00:00:00Z,FALSE,-1
130,87,79,3,953.88,2010-01-09T00:00:00Z,FALSE,-1
131,4,92,2,727.49,2010-01-10T00:00:00Z,FALSE,-1
132,3,87,3,758.67,2010-01-10T00:00:00Z,FALSE,-1
133,55,0,1,414.22,2010-01-10T00:00:00Z,FALSE,-1
134,10,91,1,299.75,2010-01-10T00:00:00Z,FALSE,-1
135,77,68,1,395.35,2010-01-10T00:00:00Z,FALSE,-1
136,15,47,1,905.91,2010-01-10T00:00:00Z,FALSE,-1
137,94,40,1,866.28,2010-01-10T00:00:00Z,FALSE,-1
138,45,28,2,214.61,2010-01-10T00:00:00Z,TRUE,1
139,17,77,1,449.48,2010-01-10T00:00:00Z,FALSE,-1
140,89,96,1,742.79,2010-01-10T00:00:00Z,FALSE,-1
141,20,64,1,282.4,2010-01-10T00:00:00Z,FALSE,-1
142,46,38,1,976.61,2010-01-10T00:00:00Z,FALSE,-1
143,56,20,1,434.6,2010-01-10T00:00:00Z,FALSE,-1
144,56,25,4,611.7,2010-01-10T00:00:00Z,FALSE,-1
145,29,34,1,818.68,2010-01-11T00:00:00Z,FALSE,-1
146,83,13,1,303.82,2010-01-11T00:00:00Z,FALSE,-1
147,59,7,1,775.86,2010-01-11T00:00:00Z,FALSE,-1
148,71,29,3,421.15,2010-01-11T00:00:00Z,FALSE,-1
149,76,51,3,400.58,2010-01-11T00:00:00Z,FALSE,-1
150,79,88,3,666.45,2010-01-11T00:00:00Z,FALSE,-1
151,15,32,2,762.9,2010-01-12T00:00:00Z,FALSE,-1
152,63,33,1,434.12,2010-01-12T00:00:00Z,FALSE,-1
153,25,28,3,503.37,2010-01-12T00:00:00Z,FALSE,-1
154,86,82,3,752.52,2010-01-12T00:00:00Z,FALSE,-1
155,44,33,1,622.82,2010-01-12T00:00:00Z,FALSE,-1
156,72,39,2,354.27,2010-01-12T00:00:00Z,FALSE,-1
157,50,2,2,806.33,2010-01-12T00:00:00Z,FALSE,-1
158,73,3,4,725.49,2010-01-12T00:00:00Z,FALSE,-1
159,74,11,1,262.57,2010-01-12T00:00:00Z,FALSE,-1
160,25,29,2,197.79,2010-01-12T00:00:00Z,FALSE,-1
161,14,30,1,139.11,2010-01-12T00:00:00Z,FALSE,-1
162,40,37,3,515.54,2010-01-12T00:00:00Z,FALSE,-1
163,81,59,1,944.98,2010-01-12T00:00:00Z,FALSE,-1
164,41,42,1,355.36,2010-01-12T00:00:00Z,FALSE,-1
165,52,35,1,717.55,2010-01-12T00:00:00Z,FALSE,-1
166,38,49,1,290.27,2010-01-12T00:00:00Z,FALSE,-1
167,2,50,3,909.14,2010-01-12T00:00:00Z,FALSE,-1
168,60,17,3,655.64,2010-01-12T00:00:00Z,FALSE,-1
169,11,86,3,123.53,2010-01-12T00:00:00Z,FALSE,-1
170,66,7,1,352.72,2010-01-12T00:00:00Z,FALSE,-1
171,8,73,1,930.81,2010-01-12T00:00:00Z,FALSE,-1
172,5,87,3,475.54,2010-01-13T00:00:00Z,FALSE,-1
173,67,35,1,499.26,2010-01-13T00:00:00Z,FALSE,-1
174,58,2,1,963.63,2010-01-13T00:00:00Z,FALSE,-1
175,0,55,3,860.9,2010-01-13T00:00:00Z,FALSE,-1
176,57,8,1,207.24,2010-01-13T00:00:00Z,FALSE,-1
177,65,24,3,509.03,2010-01-13T00:00:00Z,FALSE,-1
178,14,30,1,422.51,2010-01-13T00:00:00Z,FALSE,-1
179,1,49,3,103.83,2010-01-13T00:00:00Z,FALSE,-1
180,18,46,2,203.88,2010-01-13T00:00:00Z,FALSE,-1
181,84,99,3,257.41,2010-01-13T00:00:00Z,FALSE,-1
182,6,93,2,399.73,2010-01-13T00:00:00Z,FALSE,-1
183,51,30,2,589.97,2010-01-13T00:00:00Z,FALSE,-1
184,88,17,2,255.79,2010-01-13T00:00:00Z,FALSE,-1
185,54,28,1,177.64,2010-01-13T00:00:00Z,FALSE,-1
186,66,32,3,616.77,2010-01-13T00:00:00Z,FALSE,-1
187,75,65,1,598.53,2010-01-13T00:00:00Z,FALSE,-1
188,21,99,2,659.41,2010-01-14T00:00:00Z,FALSE,-1
189,85,47,4,798.68,2010-01-14T00:00:00Z,FALSE,-1
190,61,1,1,873.7,2010-01-14T00:00:00Z,FALSE,-1
191,64,15,2,887.85,2010-01-14T00:00:00Z,FALSE,-1
192,78,14,2,654.22,2010-01-14T00:00:00Z,FALSE,-1
193,68,34,1,193.82,2010-01-14T00:00:00Z,FALSE,-1
194,55,40,1,759.37,2010-01-14T00:00:00Z,FALSE,-1
195,96,68,2,109.12,2010-01-14T00:00:00Z,FALSE,-1
196,95,84,3,727.53,2010-01-14T00:00:00Z,FALSE,-1
197,23,98,1,230.64,2010-01-14T00:00:00Z,FALSE,-1
198,93,10,3,156.46,2010-01-14T00:00:00Z,FALSE,-1
199,24,90,2,168.63,2010-01-14T00:00:00Z,FALSE,-1
200,82,97,2,165.21,2010-01-14T00:00:00Z,FALSE,-1
201,69,48,1,151.51,2010-01-14T00:00:00Z,FALSE,-1
202,42,36,3,442.94,2010-01-14T00:00:00Z,FALSE,-1
203,40,45,1,352.21,2010-01-14T00:00:00Z,FALSE,-1
204,7,79,1,639.79,2010-01-14T00:00:00Z,FALSE,-1
205,70,9,2,974.33,2010-01-14T00:00:00Z,FALSE,-1
206,69,17,1,769.22,2010-01-15T00:00:00Z,FALSE,-1
207,60,43,1,531.56,2010-01-15T00:00:00Z,FALSE,-1
208,80,12,1,719.2,2010-01-15T00:00:00Z,FALSE,-1
209,59,35,2,369.15,2010-01-15T00:00:00Z,FALSE,-1
210,16,61,2,685.24,2010-01-15T00:00:00Z,FALSE,-1
211,98,2,1,357.72,2010-01-15T00:00:00Z,FALSE,-1
212,97,47,1,458.52,2010-01-15T00:00:00Z,FALSE,-1
213,9,77,1,394.63,2010-01-15T00:00:00Z,FALSE,-1
214,63,62,1,234.08,2010-01-15T00:00:00Z,TRUE,0
215,22,92,2,695.19,2010-01-15T00:00:00Z,FALSE,-1
216,52,41,2,230.51,2010-01-15T00:00:00Z,FALSE,-1
217,12,5,3,527.48,2010-01-16T00:00:00Z,FALSE,-1
218,24,26,1,710.6,2010-01-16T00:00:00Z,FALSE,-1
219,87,98,3,280.65,2010-01-16T00:00:00Z,FALSE,-1
220,91,73,1,848.22,2010-01-16T00:00:00Z,FALSE,-1
221,13,77,1,155.33,2010-01-16T00:00:00Z,FALSE,-1
222,90,2,1,404.24,2010-01-16T00:00:00Z,FALSE,-1
223,53,32,1,647.39,2010-01-16T00:00:00Z,FALSE,-1
224,92,94,1,574.48,2010-01-16T00:00:00Z,FALSE,-1
225,62,5,3,197.3,2010-01-16T00:00:00Z,FALSE,-1
226,44,27,2,916.49,2010-01-16T00:00:00Z,FALSE,-1
227,18,46,2,613.63,2010-01-16T00:00:00Z,FALSE,-1
228,58,31,1,590.4,2010-01-16T00:00:00Z,FALSE,-1
229,76,44,3,365.53,2010-01-16T00:00:00Z,FALSE,-1
230,99,87,3,323.19,2010-01-16T00:00:00Z,FALSE,-1
231,70,39,1,529.37,2010-01-16T00:00:00Z,FALSE,-1
232,19,85,3,764.15,2010-01-16T00:00:00Z,FALSE,-1
233,56,20,3,345.24,2010-01-17T00:00:00Z,FALSE,-1
234,20,56,2,388.71,2010-01-17T00:00:00Z,FALSE,-1
235,83,38,1,283.52,2010-01-17T00:00:00Z,FALSE,-1
236,4,89,1,596.24,2010-01-17T00:00:00Z,FALSE,-1
237,75,25,1,535.94,2010-01-17T00:00:00Z,FALSE,-1
238,77,34,3,788.24,2010-01-17T00:00:00Z,FALSE,-1
239,94,33,2,735.48,2010-01-17T00:00:00Z,FALSE,-1
240,17,60,1,813.85,2010-01-17T00:00:00Z,FALSE,-1
241,42,47,1,228.94,2010-01-17T00:00:00Z,FALSE,-1
242,3,73,3,453.12,2010-01-17T00:00:00Z,FALSE,-1
243,10,93,2,515.74,2010-01-17T00:00:00Z,FALSE,-1
244,89,51,1,686.95,2010-01-17T00:00:00Z,FALSE,-1
245,55,0,1,817.28,2010-01-17T00:00:00Z,FALSE,-1
246,36,34,1,353.42,2010-01-18T00:00:00Z,FALSE,-1
247,83,88,2,203.99,2010-01-18T00:00:00Z,FALSE,-1
248,59,7,2,782.39,2010-01-18T00:00:00Z,FALSE,-1
249,79,92,1,931.35,2010-01-18T00:00:00Z,FALSE,-1
250,71,29,3,158.65,2010-01-18T00:00:00Z,FALSE,-1
251,76,32,3,957.3,2010-01-18T00:00:00Z,FALSE,-1
252,72,39,2,961.42,2010-01-19T00:00:00Z,FALSE,-1
253,80,37,3,816.05,2010-01-19T00:00:00Z,FALSE,-1
254,35,29,3,765.87,2010-01-19T00:00:00Z,FALSE,-1
255,11,26,3,241.87,2010-01-19T00:00:00Z,FALSE,-1
256,58,33,1,934.2,2010-01-19T00:00:00Z,FALSE,-1
257,56,49,3,145.67,2010-01-19T00:00:00Z,FALSE,-1
258,44,30,3,210.61,2010-01-19T00:00:00Z,FALSE,-1
259,63,33,3,390.22,2010-01-19T00:00:00Z,FALSE,-1
260,50,2,3,220.75,2010-01-19T00:00:00Z,FALSE,-1
261,2,86,2,224.73,2010-01-19T00:00:00Z,FALSE,-1
262,69,42,2,730.26,2010-01-19T00:00:00Z,FALSE,-1
263,52,35,1,550.45,2010-01-19T00:00:00Z,FALSE,-1
264,60,17,3,328.78,2010-01-19T00:00:00Z,FALSE,-1
265,15,47,1,520.53,2010-01-19T00:00:00Z,FALSE,-1
266,86,94,1,109.08,2010-01-19T00:00:00Z,FALSE,-1
267,81,63,3,433.18,2010-01-19T00:00:00Z,FALSE,-1
268,37,28,2,214.61,2010-01-19T00:00:00Z,TRUE,1
269,26,28,3,472.47,2010-01-19T00:00:00Z,FALSE,-1
270,8,57,3,953.46,2010-01-19T00:00:00Z,FALSE,-1
271,74,11,2,652.19,2010-01-19T00:00:00Z,FALSE,-1
272,66,7,3,875.69,2010-01-19T00:00:00Z,FALSE,-1
273,73,3,1,628.41,2010-01-19T00:00:00Z,FALSE,-1
274,58,2,1,265.89,2010-01-20T00:00:00Z,FALSE,-1
275,14,16,4,506.24,2010-01-20T00:00:00Z,FALSE,-1
276,62,46,3,291.6,2010-01-20T00:00:00Z,FALSE,-1
277,84,19,3,602.69,2010-01-20T00:00:00Z,FALSE,-1
278,54,28,1,319.45,2010-01-20T00:00:00Z,FALSE,-1
279,76,32,3,477.31,2010-01-20T00:00:00Z,FALSE,-1
280,67,35,2,980.43,2010-01-20T00:00:00Z,FALSE,-1
281,75,73,3,299.78,2010-01-20T00:00:00Z,FALSE,-1
282,57,8,1,411.03,2010-01-20T00:00:00Z,FALSE,-1
283,0,27,3,579.6,2010-01-20T00:00:00Z,FALSE,-1
284,5,33,2,970.34,2010-01-20T00:00:00Z,FALSE,-1
285,65,24,1,739.84,2010-01-20T00:00:00Z,FALSE,-1
286,1,97,3,575.42,2010-01-20T00:00:00Z,FALSE,-1
287,88,89,3,586.25,2010-01-20T00:00:00Z,FALSE,-1
288,6,30,1,434.19,2010-01-20T00:00:00Z,FALSE,-1
289,51,30,4,468.17,2010-01-20T00:00:00Z,FALSE,-1
290,21,81,1,118.39,2010-01-21T00:00:00Z,FALSE,-1
291,55,36,3,699.77,2010-01-21T00:00:00Z,FALSE,-1
292,85,66,1,417.6,2010-01-21T00:00:00Z,FALSE,-1
293,95,43,1,544.29,2010-01-21T00:00:00Z,FALSE,-1
294,93,98,3,723.24,2010-01-21T00:00:00Z,FALSE,-1
295,70,9,4,287.49,2010-01-21T00:00:00Z,FALSE,-1
296,61,1,2,400.69,2010-01-21T00:00:00Z,FALSE,-1
297,78,80,3,750.59,2010-01-21T00:00:00Z,FALSE,-1
298,74,48,2,634.34,2010-01-21T00:00:00Z,FALSE,-1
299,24,65,1,685.75,2010-01-21T00:00:00Z,FALSE,-1
300,68,34,1,511.85,2010-01-21T00:00:00Z,FALSE,-1
301,50,45,3,961.55,2010-01-21T00:00:00Z,FALSE,-1
302,96,70,3,599.05,2010-01-21T00:00:00Z,FALSE,-1
303,61,40,2,622.72,2010-01-21T00:00:00Z,FALSE,-1
304,23,50,3,895.89,2010-01-21T00:00:00Z,FALSE,-1
305,7,22,2,184.71,2010-01-21T00:00:00Z,FALSE,-1
306,82,8,3,199.86,2010-01-21T00:00:00Z,FALSE,-1
307,64,15,3,226.05,2010-01-21T00:00:00Z,FALSE,-1
308,22,99,1,600.41,2010-01-22T00:00:00Z,FALSE,-1
309,73,62,3,234.08,2010-01-22T00:00:00Z,TRUE,0
310,66,43,3,315.88,2010-01-22T00:00:00Z,FALSE,-1
311,69,17,1,501.84,2010-01-22T00:00:00Z,FALSE,-1
312,98,47,1,358.62,2010-01-22T00:00:00Z,FALSE,-1
313,87,35,2,929.56,2010-01-22T00:00:00Z,FALSE,-1
314,9,38,3,856.55,2010-01-22T00:00:00Z,FALSE,-1
315,97,64,1,341.86,2010-01-22T00:00:00Z,FALSE,-1
316,80,97,1,404.42,2010-01-22T00:00:00Z,FALSE,-1
317,68,41,2,489.97,2010-01-22T00:00:00Z,FALSE,-1
318,16,50,3,349.32,2010-01-22T00:00:00Z,FALSE,-1
319,87,97,2,518.41,2010-01-23T00:00:00Z,FALSE,-1
320,91,71,1,774.07,2010-01-23T00:00:00Z,FALSE,-1
321,79,44,2,537.42,2010-01-23T00:00:00Z,FALSE,-1
322,13,26,3,898.05,2010-01-23T00:00:00Z,FALSE,-1
323,19,7,3,618.4,2010-01-23T00:00:00Z,FALSE,-1
324,72,39,2,470.74,2010-01-23T00:00:00Z,FALSE,-1
325,90,39,1,905.54,2010-01-23T00:00:00Z,FALSE,-1
326,12,97,1,959.79,2010-01-23T00:00:00Z,FALSE,-1
327,18,96,1,445.55,2010-01-23T00:00:00Z,FALSE,-1
328,62,5,2,143.84,2010-01-23T00:00:00Z,FALSE,-1
329,99,32,1,653.56,2010-01-23T00:00:00Z,FALSE,-1
330,63,31,3,216.06,2010-01-23T00:00:00Z,FALSE,-1
331,36,26,1,404.49,2010-01-23T00:00:00Z,FALSE,-1
332,92,99,3,715.11,2010-01-23T00:00:00Z,FALSE,-1
333,53,32,3,444.48,2010-01-23T00:00:00Z,FALSE,-1
334,45,27,3,450.61,2010-01-23T00:00:00Z,FALSE,-1
335,3,47,1,715.79,2010-01-24T00:00:00Z,FALSE,-1
336,55,0,1,679.81,2010-01-24T00:00:00Z,FALSE,-1
337,77,47,3,433.32,2010-01-24T00:00:00Z,FALSE,-1
338,20,55,1,777.58,2010-01-24T00:00:00Z,FALSE,-1
339,77,47,3,409.99,2010-01-24T00:00:00Z,FALSE,-1
340,56,20,3,299.7,2010-01-24T00:00:00Z,FALSE,-1
341,94,44,1,245.54,2010-01-24T00:00:00Z,FALSE,-1
342,10,78,3,1066.44,2010-01-24T00:00:00Z,FALSE,-1
343,88,38,1,741.69,2010-01-24T00:00:00Z,FALSE,-1
344,89,42,1,722.91,2010-01-24T00:00:00Z,FALSE,-1
345,4,24,3,198.71,2010-01-24T00:00:00Z,FALSE,-1
346,17,69,3,788.24,2010-01-24T00:00:00Z,FALSE,-1
347,81,25,3,316,2010-01-24T00:00:00Z,FALSE,-1
348,83,96,1,806.36,2010-01-25T00:00:00Z,FALSE,-1
349,77,34,3,497.65,2010-01-25T00:00:00Z,FALSE,-1
350,71,29,3,543.09,2010-01-25T00:00:00Z,FALSE,-1
351,76,61,1,191.74,2010-01-25T00:00:00Z,FALSE,-1
352,79,86,3,359.6,2010-01-25T00:00:00Z,FALSE,-1
353,59,7,2,796.49,2010-01-25T00:00:00Z,FALSE,-1
354,86,56,2,561.35,2010-01-26T00:00:00Z,FALSE,-1
355,59,49,2,167.06,2010-01-26T00:00:00Z,FALSE,-1
356,2,58,3,789.69,2010-01-26T00:00:00Z,FALSE,-1
357,92,30,3,738.88,2010-01-26T00:00:00Z,FALSE,-1
358,72,39,2,773,2010-01-26T00:00:00Z,FALSE,-1
359,15,22,3,680.29,2010-01-26T00:00:00Z,FALSE,-1
360,27,28,1,457.08,2010-01-26T00:00:00Z,FALSE,-1
361,60,17,1,994.49,2010-01-26T00:00:00Z,FALSE,-1
362,70,42,3,951.13,2010-01-26T00:00:00Z,FALSE,-1
363,83,33,1,472.5,2010-01-26T00:00:00Z,FALSE,-1
364,66,7,2,152.88,2010-01-26T00:00:00Z,FALSE,-1
365,81,8,2,375.25,2010-01-26T00:00:00Z,FALSE,-1
366,52,35,1,872.43,2010-01-26T00:00:00Z,FALSE,-1
367,66,29,1,988.6,2010-01-26T00:00:00Z,FALSE,-1
368,50,2,3,584.07,2010-01-26T00:00:00Z,FALSE,-1
369,88,37,2,147.12,2010-01-26T00:00:00Z,FALSE,-1
370,73,3,3,877.84,2010-01-26T00:00:00Z,FALSE,-1
371,8,66,3,161.72,2010-01-26T00:00:00Z,FALSE,-1
372,11,98,2,129.7,2010-01-26T00:00:00Z,FALSE,-1
373,74,11,1,539.25,2010-01-26T00:00:00Z,FALSE,-1
374,63,33,2,565.82,2010-01-26T00:00:00Z,FALSE,-1
375,75,25,1,716.64,2010-01-27T00:00:00Z,FALSE,-1
376,67,35,1,823.32,2010-01-27T00:00:00Z,FALSE,-1
377,51,30,2,169.56,2010-01-27T00:00:00Z,FALSE,-1
378,54,28,1,230.32,2010-01-27T00:00:00Z,FALSE,-1
379,58,2,1,259.81,2010-01-27T00:00:00Z,FALSE,-1
380,73,46,2,854.3,2010-01-27T00:00:00Z,FALSE,-1
381,65,24,1,449.01,2010-01-27T00:00:00Z,FALSE,-1
382,81,32,1,286.21,2010-01-27T00:00:00Z,FALSE,-1
383,0,55,3,818.01,2010-01-27T00:00:00Z,FALSE,-1
384,88,90,1,139.44,2010-01-27T00:00:00Z,FALSE,-1
385,1,61,1,488.64,2010-01-27T00:00:00Z,FALSE,-1
386,5,62,2,882.73,2010-01-27T00:00:00Z,FALSE,-1
387,14,55,3,454.39,2010-01-27T00:00:00Z,FALSE,-1
388,84,89,4,480.29,2010-01-27T00:00:00Z,FALSE,-1
389,6,94,3,277.32,2010-01-27T00:00:00Z,FALSE,-1
390,57,8,1,969.53,2010-01-27T00:00:00Z,FALSE,-1
391,95,89,1,884.9,2010-01-28T00:00:00Z,FALSE,-1
392,64,15,2,902.79,2010-01-28T00:00:00Z,FALSE,-1
393,85,80,2,494.47,2010-01-28T00:00:00Z,FALSE,-1
394,24,91,2,203.56,2010-01-28T00:00:00Z,FALSE,-1
395,78,21,1,773.78,2010-01-28T00:00:00Z,FALSE,-1
396,68,34,1,694.32,2010-01-28T00:00:00Z,FALSE,-1
397,82,47,3,921.38,2010-01-28T00:00:00Z,FALSE,-1
